SKU,Nombre,Categoria,Imagen local,URL para WooCommerce,Fuente
prod-49785,Biolly Toall Hum Ultra Soft Un Un,Dermocosmética,/products/crema.svg,,placeholder_o_no_importable
prod-49488,Biotina Plus 150 mcg,Cuidado familiar,/products/suero.svg,,placeholder_o_no_importable
prod-49887,"Biozen Knop 50 comprimidos (Avena 0,4 mg)",Homeopatía,/products/importadas/prod-49887-biozen-knop-50-comprimidos-avena-0-4-mg-dr-simi.jpg,http://farmacia-andes.abc/products/importadas/prod-49887-biozen-knop-50-comprimidos-avena-0-4-mg-dr-simi.jpg,archivo_local_por_sku
prod-50122,Bisglicinato De Magnesio cápsulas x 120 NF,Cuidado familiar,/products/showcase/magnesio-vitaday-400mg.jpg,http://farmacia-andes.abc/products/showcase/magnesio-vitaday-400mg.jpg,override_comun
prod-1335,Bisolvon jarabe Inf 120 ml (Bromhexina 4 mg/5 ml),Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-34592,"Bisopril 1,25 mg 30 comprimidos (Bisoprolol 1,25 mg)",Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-32745,Bisopril 5 mg 30 comprimidos (Bisoprolol 5 mg),Medicamentos,/products/medicamentos/prod-32745-bisopril-5-mg-30-comprimidos-bisoprolol-5-mg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-32745-bisopril-5-mg-30-comprimidos-bisoprolol-5-mg.jpg,archivo_local_por_sku
prod-49973,Bisoprolol 5 mg 30 comprimidos,Medicamentos,/products/importadas/prod-49973-bisoprolol-5-mg-30-comprimidos-dr-simi.jpg,http://farmacia-andes.abc/products/importadas/prod-49973-bisoprolol-5-mg-30-comprimidos-dr-simi.jpg,archivo_local_por_sku
prod-49889,"Bisoprolol Fumarato 2,5 mg",Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-8278,Bladuril 200 mg 20 comprimidos (Flavoxato Clorhidrato 200 mg),Medicamentos,/products/medicamentos/prod-8278-bladuril-200-mg-20-comprimidos-flavoxato-clorhidrato-200-mg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-8278-bladuril-200-mg-20-comprimidos-flavoxato-clorhidrato-200-mg.jpg,archivo_local_por_sku
prod-34983,Blaxitec 20 mg 30 comprimidos (Bilastina 20 mg),Medicamentos,/products/medicamentos/prod-34983-blaxitec-20-mg-30-comprimidos-bilastina-20-mg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-34983-blaxitec-20-mg-30-comprimidos-bilastina-20-mg.jpg,archivo_local_por_sku
prod-39988,Blistex Bals Lab F-15 Classic,Dermocosmética,/products/crema.svg,,placeholder_o_no_importable
prod-40677,"Blistex Prot Ultra F-50 Un (Dimeticona, Oxibenzona, Paba)",Dermocosmética,/products/crema.svg,,placeholder_o_no_importable
prod-50163,Bloqueador solar Banana Boat Advanced Prot 170 g,Protección solar,/products/solar-kids.svg,,placeholder_o_no_importable
prod-49486,Bloqueador solar Banana Boat Balance Dry 170 g,Protección solar,/products/solar-kids.svg,,placeholder_o_no_importable
prod-49460,Bon O Bon Chocolate 15 g,Cuidado familiar,/products/suero.svg,,placeholder_o_no_importable
prod-40672,"Bonavid gotas 300000 UI 2 ml (Colecalciferol, Vitamina D)",Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-49549,Boston Simplus Lentes 120 ml,Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-38225,Brokast 60 mg/10 ml 120 ml (Levodropropizina 60 mg/10 ml),Medicamentos,/products/medicamentos/prod-38225-brokast-60-mg-10-ml-120-ml-levodropropizina-60-mg-10-ml.jpg,http://farmacia-andes.abc/products/medicamentos/prod-38225-brokast-60-mg-10-ml-120-ml-levodropropizina-60-mg-10-ml.jpg,archivo_local_por_sku
prod-49739,"Bromhidrato/Ipratropio 0,05%/0,025% solución Inh 25 ml",Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-12016,Broncard jarabe 120 ml (Levodropropizina 60 mg),Medicamentos,/products/medicamentos/prod-12016-broncard-jarabe-120-ml-levodropropizina-60-mg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-12016-broncard-jarabe-120-ml-levodropropizina-60-mg.jpg,archivo_local_por_sku
prod-16644,Broncotusilan jarabe 250 mg/5 ml 120 ml (Carbocisteina 250 mg/5 ml),Medicamentos,/products/medicamentos/prod-16644-broncotusilan-jarabe-250-mg-5-ml-120-ml-carbocisteina-250-mg-5-ml.jpg,http://farmacia-andes.abc/products/medicamentos/prod-16644-broncotusilan-jarabe-250-mg-5-ml-120-ml-carbocisteina-250-mg-5-ml.jpg,archivo_local_por_sku
prod-14812,Broncotusilan jarabe Inf 120 ml (Carbocisteina 100 mg/5 ml),Medicamentos,/products/medicamentos/prod-14812-broncotusilan-jarabe-inf-120-ml-carbocisteina-100-mg-5-ml.jpg,http://farmacia-andes.abc/products/medicamentos/prod-14812-broncotusilan-jarabe-inf-120-ml-carbocisteina-100-mg-5-ml.jpg,archivo_local_por_sku
prod-7213,"Brontal jarabe Ad 100 ml (Bromhexina 2 mg, Clofedianol 12,5 mg)",Medicamentos,/products/medicamentos/prod-7213-brontal-jarabe-ad-100-ml-bromhexina-2-mg-clofedianol-12-5-mg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-7213-brontal-jarabe-ad-100-ml-bromhexina-2-mg-clofedianol-12-5-mg.jpg,archivo_local_por_sku
prod-7214,"Brontal jarabe Inf 100 ml (Bromexina 1 mg/5 ml, Clofedianol 7 mg/5 ml)",Medicamentos,/products/importadas/prod-7214-brontal-jarabe-inf-100-ml-bromexina-1-mg-5-ml-clofedianol-7-mg-5-ml-dr-simi.jpg,http://farmacia-andes.abc/products/importadas/prod-7214-brontal-jarabe-inf-100-ml-bromexina-1-mg-5-ml-clofedianol-7-mg-5-ml-dr-simi.jpg,archivo_local_por_sku
prod-17365,Brontec jarabe 35 mg/5 ml Fco 100 ml (Extracto Hedera Helix 35 mg/5 ml),Medicamentos,/products/medicamentos/prod-17365-brontec-jarabe-35-mg-5-ml-fco-100-ml-extracto-hedera-helix-35-mg-5-ml.jpg,http://farmacia-andes.abc/products/medicamentos/prod-17365-brontec-jarabe-35-mg-5-ml-fco-100-ml-extracto-hedera-helix-35-mg-5-ml.jpg,archivo_local_por_sku
prod-2329,Brooks Talco 120 g,Dermocosmética,/products/crema.svg,,placeholder_o_no_importable
prod-49426,Bruma Refr Fijad Spray 50 ml,Dermocosmética,/products/crema.svg,,placeholder_o_no_importable
prod-40261,Bubu Abs Leche 30 Un,Dermocosmética,/products/crema.svg,,placeholder_o_no_importable
prod-40053,Bubu Abs Leche 60 Un,Dermocosmética,/products/crema.svg,,placeholder_o_no_importable
prod-13617,"Bucogerm Tos 10 comprimidos Mast (Clorhexidina 5 mg, Noscapina 10 mg)",Medicamentos,/products/medicamentos/prod-13617-bucogerm-tos-10-comprimidos-mast-clorhexidina-5-mg-noscapina-10-mg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-13617-bucogerm-tos-10-comprimidos-mast-clorhexidina-5-mg-noscapina-10-mg.jpg,archivo_local_por_sku
prod-32705,"Budesynt Hfa-la 200 mcg/Dosis (Budesonida 0,322 g)",Medicamentos,/products/medicamentos/prod-32705-budesynt-hfa-la-200-mcg-dosis-budesonida-0-322-g.jpg,http://farmacia-andes.abc/products/medicamentos/prod-32705-budesynt-hfa-la-200-mcg-dosis-budesonida-0-322-g.jpg,archivo_local_por_sku
prod-28724,Bupredol 150 mg 30 comprimidos,Medicamentos,/products/medicamentos/prod-28724-bupredol-150-mg-30-comprimidos.jpg,http://farmacia-andes.abc/products/medicamentos/prod-28724-bupredol-150-mg-30-comprimidos.jpg,archivo_local_por_sku
prod-41164,Bupredol 150 mg 60 comprimidos recubiertos LP (Bupropion (Anfebutamona) 150 mg),Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-49670,Burten 30 mg 4 comprimidos (Ketorolaco 30 mg),Medicamentos,/products/medicamentos/prod-49670-burten-30-mg-4-comprimidos-ketorolaco-30-mg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-49670-burten-30-mg-4-comprimidos-ketorolaco-30-mg.jpg,archivo_local_por_sku
prod-40521,Burten Sl 30 mg 2 comprimidos (Ketorolaco 30 mg),Medicamentos,/products/medicamentos/prod-40521-burten-sl-30-mg-2-comprimidos-ketorolaco-30-mg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-40521-burten-sl-30-mg-2-comprimidos-ketorolaco-30-mg.jpg,archivo_local_por_sku
prod-49659,Buscapina 10 mg gotas 20 ml (N-butilbromuro De Hioscina (Escopolamina) 10 mg/1 ml),Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-23736,"Butocort-hfa Inh 250 Ds (Beclometasona 50 mcg, Salbutamol 120 mcg)",Medicamentos,/products/medicamentos/prod-23736-butocort-hfa-inh-250-ds-beclometasona-50-mcg-salbutamol-120-mcg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-23736-butocort-hfa-inh-250-ds-beclometasona-50-mcg-salbutamol-120-mcg.jpg,archivo_local_por_sku
prod-39384,Butrino 150 mg 30 comprimidos LP (Bupropion (Anfebutamona) 150 mg),Medicamentos,/products/medicamentos/prod-39384-butrino-150-mg-30-comprimidos-lp-bupropion-anfebutamona-150-mg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-39384-butrino-150-mg-30-comprimidos-lp-bupropion-anfebutamona-150-mg.jpg,archivo_local_por_sku
prod-49860,Cabestrillo Recovery 1 Un,Accesorios,/products/suero.svg,,placeholder_o_no_importable
prod-30128,Cachantun con Gas 600 ml,Cuidado familiar,/products/suero.svg,,placeholder_o_no_importable
prod-38496,Cachantun Mas Citrus 600 ml,Cuidado familiar,/products/suero.svg,,placeholder_o_no_importable
prod-30130,Cachantun sin Gas 600 ml,Cuidado familiar,/products/suero.svg,,placeholder_o_no_importable
prod-50047,Caffeine Max x 60 Cápsulas (Scl) (Cafeina 200 mg),Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-14957,"Cafiaspirina 40 comprimidos (Ácido Acetilsalicilico 500 mg, Cafeina 40 mg)",Medicamentos,/products/importadas/prod-14957-cafiaspirina-40-comprimidos-acido-acetilsalicilico-500-mg-cafeina-40-mg-dr-simi.jpg,http://farmacia-andes.abc/products/importadas/prod-14957-cafiaspirina-40-comprimidos-acido-acetilsalicilico-500-mg-cafeina-40-mg-dr-simi.jpg,archivo_local_por_sku
prod-50185,Calabaza Prost (Zinc 8 mg),Medicamentos,/products/importadas/prod-50185-calabaza-prost-zinc-8-mg-dr-simi.jpg,http://farmacia-andes.abc/products/importadas/prod-50185-calabaza-prost-zinc-8-mg-dr-simi.jpg,archivo_local_por_sku
prod-2888,"Calmatol jarabe 60 ml (Hinojo 3 g, Manzanilla 3 g, Scholtzia 3 g, Tilo 3 g)",Medicamentos,/products/medicamentos/prod-2888-calmatol-jarabe-60-ml-hinojo-3-g-manzanilla-3-g-scholtzia-3-g-tilo-3-g.jpg,http://farmacia-andes.abc/products/medicamentos/prod-2888-calmatol-jarabe-60-ml-hinojo-3-g-manzanilla-3-g-scholtzia-3-g-tilo-3-g.jpg,archivo_local_por_sku
prod-1575,"Cam 30 comprimidos (Betametasona 0,25 mg, Dexclorfeniramina 2 mg)",Medicamentos,/products/medicamentos/prod-1575-cam-30-comprimidos-betametasona-0-25-mg-dexclorfeniramina-2-mg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-1575-cam-30-comprimidos-betametasona-0-25-mg-dexclorfeniramina-2-mg.jpg,archivo_local_por_sku
prod-1576,"Cam jarabe 120 ml (Betametasona 0,25 mg/5 ml, Dexclorfeniramina 2 mg/5 ml)",Medicamentos,/products/medicamentos/prod-1576-cam-jarabe-120-ml-betametasona-0-25-mg-5-ml-dexclorfeniramina-2-mg-5-m.jpg,http://farmacia-andes.abc/products/medicamentos/prod-1576-cam-jarabe-120-ml-betametasona-0-25-mg-5-ml-dexclorfeniramina-2-mg-5-m.jpg,archivo_local_por_sku
prod-33369,Canesten Sp 1% 40 ml (Clotrimazol 1%),Medicamentos,/products/medicamentos/prod-33369-canesten-sp-1-40-ml-clotrimazol-1.jpg,http://farmacia-andes.abc/products/medicamentos/prod-33369-canesten-sp-1-40-ml-clotrimazol-1.jpg,archivo_local_por_sku
prod-35407,Captopril 25 mg 30 comprimidos Mintlab,Medicamentos,/products/medicamentos/prod-35407-captopril-25-mg-30-comprimidos-mintlab.jpg,http://farmacia-andes.abc/products/medicamentos/prod-35407-captopril-25-mg-30-comprimidos-mintlab.jpg,archivo_local_por_sku
prod-38921,Caramelos De Propoleo Miel x 10 Unidades,Medicamentos,/products/importadas/prod-38921-caramelos-de-propoleo-miel-x-10-unidades-dr-simi.jpg,http://farmacia-andes.abc/products/importadas/prod-38921-caramelos-de-propoleo-miel-x-10-unidades-dr-simi.jpg,archivo_local_por_sku
prod-49223,Carbamaz bioequivalente comprimidos 200 mg 20 (Carbamazepina 200 mg),Medicamentos,/products/medicamentos/prod-49223-carbamaz-bioequivalente-comprimidos-200-mg-20-carbamazepina-200-mg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-49223-carbamaz-bioequivalente-comprimidos-200-mg-20-carbamazepina-200-mg.jpg,archivo_local_por_sku
prod-9581,Carbon Sulfaguanidina 20 comprimidos Valma,Medicamentos,/products/medicamentos/prod-9581-carbon-sulfaguanidina-20-comprimidos-valma.jpg,http://farmacia-andes.abc/products/medicamentos/prod-9581-carbon-sulfaguanidina-20-comprimidos-valma.jpg,archivo_local_por_sku
prod-3657,Cardicon Retard 20 mg 30 comprimidos (Nifedipino 20 mg),Medicamentos,/products/medicamentos/prod-3657-cardicon-retard-20-mg-30-comprimidos-nifedipino-20-mg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-3657-cardicon-retard-20-mg-30-comprimidos-nifedipino-20-mg.jpg,archivo_local_por_sku
prod-49911,Cardioaspirina 100 Ec 20 comprimidos (Ácido Acetilsalicilico 100 mg),Medicamentos,/products/medicamentos/prod-49911-cardioaspirina-100-ec-20-comprimidos-acido-acetilsalicilico-100-mg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-49911-cardioaspirina-100-ec-20-comprimidos-acido-acetilsalicilico-100-mg.jpg,archivo_local_por_sku
prod-50083,Cardioaspirina 100 mg 50 comprimidos (Ácido Acetilsalicilico 100 mg),Medicamentos,/products/medicamentos/prod-50083-cardioaspirina-100-mg-50-comprimidos-acido-acetilsalicilico-100-mg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-50083-cardioaspirina-100-mg-50-comprimidos-acido-acetilsalicilico-100-mg.jpg,archivo_local_por_sku
prod-7219,Cardiolen 120 mg x 2O cápsulas (Verapamilo 120 mg),Medicamentos,/products/medicamentos/prod-7219-cardiolen-120-mg-x-2o-capsulas-verapamilo-120-mg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-7219-cardiolen-120-mg-x-2o-capsulas-verapamilo-120-mg.jpg,archivo_local_por_sku
prod-7220,Cardiolen 80 mg 20 cápsulas (Verapamilo 80 mg),Medicamentos,/products/medicamentos/prod-7220-cardiolen-80-mg-20-capsulas-verapamilo-80-mg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-7220-cardiolen-80-mg-20-capsulas-verapamilo-80-mg.jpg,archivo_local_por_sku
prod-49959,Cardo Mariano Infusion Herbal (Silimarina 30 g),Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-49982,Cardomariano 500 mg x 60 Cápsulas,Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-13450,Carefree P Diario Original 100 Un,Dermocosmética,/products/crema.svg,,placeholder_o_no_importable
prod-26542,Carefree Prot Diarios 40 Un Largo,Dermocosmética,/products/crema.svg,,placeholder_o_no_importable
prod-49562,Caristop Cep Extra Duro,Dermocosmética,/products/crema.svg,,placeholder_o_no_importable
prod-17138,"Caristop Pasta 5000 51 g (Floururo De Sodio, Fluoruro De Sodio)",Medicamentos,/products/medicamentos/prod-17138-caristop-pasta-5000-51-g-floururo-de-sodio-fluoruro-de-sodio.jpg,http://farmacia-andes.abc/products/medicamentos/prod-17138-caristop-pasta-5000-51-g-floururo-de-sodio-fluoruro-de-sodio.jpg,archivo_local_por_sku
prod-49522,"Carvas D 40/12,5 30 comprimidos (Hidroclorotiazida 12,5 mg, Olmesartan 40 mg)",Medicamentos,/products/medicamentos/prod-49522-carvas-d-40-12-5-30-comprimidos-hidroclorotiazida-12-5-mg-olmesartan-4.jpg,http://farmacia-andes.abc/products/medicamentos/prod-49522-carvas-d-40-12-5-30-comprimidos-hidroclorotiazida-12-5-mg-olmesartan-4.jpg,archivo_local_por_sku
prod-35551,"Carvedilol 12,5 mg 30 comprimidos (Bioequivalente)chile",Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-31869,Carvedilol 25 mg 30 comprimidos Chile,Medicamentos,/products/medicamentos/prod-31869-carvedilol-25-mg-30-comprimidos-chile.jpg,http://farmacia-andes.abc/products/medicamentos/prod-31869-carvedilol-25-mg-30-comprimidos-chile.jpg,archivo_local_por_sku
prod-38724,"Carvedilol 6,25 mg 30 comprimidos",Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-49735,Casen Enema Inf 66 ml (Fosfato Sodico 16 g),Medicamentos,/products/medicamentos/prod-49735-casen-enema-inf-66-ml-fosfato-sodico-16-g.jpg,http://farmacia-andes.abc/products/medicamentos/prod-49735-casen-enema-inf-66-ml-fosfato-sodico-16-g.jpg,archivo_local_por_sku
prod-49691,"Casenglicol 16 Sobres 17,6 g polvo",Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-5092,Cebion 1000 mg 10 comprimidos Eferv (Ácido Ascorbico 1000 mg),Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-5096,Cebion gotas 30 ml (Ácido Ascorbico 100 mg/1 ml),Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-30996,Cefadroxilo 250 mg/5 ml 60 ml Andromaco,Medicamentos,/products/medicamentos/prod-30996-cefadroxilo-250-mg-5-ml-60-ml-andromaco.jpg,http://farmacia-andes.abc/products/medicamentos/prod-30996-cefadroxilo-250-mg-5-ml-60-ml-andromaco.jpg,archivo_local_por_sku
prod-32728,Cefadroxilo 500 mg 8 cápsulas (bioequivalente) Mintlab,Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-7221,"Cefalmin 10 comprimidos (Cafeina 100 mg, Clorfenamina 1 mg, Ergotamina 1 mg, Metamizol 300 mg)",Medicamentos,/products/importadas/prod-7221-cefalmin-10-comprimidos-cafeina-100-mg-clorfenamina-1-mg-ergotamina-1-mg-met-dr-simi.jpg,http://farmacia-andes.abc/products/importadas/prod-7221-cefalmin-10-comprimidos-cafeina-100-mg-clorfenamina-1-mg-ergotamina-1-mg-met-dr-simi.jpg,archivo_local_por_sku
prod-39560,"Cefalmin 20 comprimidos recubiertos (Cafeina 100 mg, Clorfenamina 1 mg, Ergotamina 1 mg, Metamizol 300 mg)",Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-16483,Cefradina 500 mg 8 cápsulas (Cefadroxilo 500 mg),Medicamentos,/products/importadas/prod-16483-cefradina-500-mg-8-capsulas-cefadroxilo-500-mg-dr-simi.jpg,http://farmacia-andes.abc/products/importadas/prod-16483-cefradina-500-mg-8-capsulas-cefadroxilo-500-mg-dr-simi.jpg,archivo_local_por_sku
prod-46521,Cefurox bioequivalente comprimidos recubiertos 500 mg 14 (Cefuroximo 500 mg),Medicamentos,/products/importadas/prod-46521-cefurox-bioequivalente-comprimidos-recubiertos-500-mg-14-cefuroximo-500-mg-dr-simi.jpg,http://farmacia-andes.abc/products/importadas/prod-46521-cefurox-bioequivalente-comprimidos-recubiertos-500-mg-14-cefuroximo-500-mg-dr-simi.jpg,archivo_local_por_sku
prod-50169,Celecoxib 200 mg,Medicamentos,/products/importadas/prod-50169-celecoxib-200-mg-dr-simi.png,http://farmacia-andes.abc/products/importadas/prod-50169-celecoxib-200-mg-dr-simi.png,archivo_local_por_sku
prod-33076,Celedox 200 mg 30 cápsulas (bioequivalente) (Celecoxib 200 mg),Medicamentos,/products/medicamentos/prod-33076-celedox-200-mg-30-capsulas-bioequivalente-celecoxib-200-mg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-33076-celedox-200-mg-30-capsulas-bioequivalente-celecoxib-200-mg.jpg,archivo_local_por_sku
prod-29959,Centella Asiatica Gel 100 g Green,Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-34041,"Centrum Hombre 30 comprimidos (Calcio 250 mg, Vitamina A 250 mg)",Medicamentos,/products/importadas/prod-34041-centrum-hombre-30-comprimidos-calcio-250-mg-vitamina-a-250-mg-dr-simi.jpg,http://farmacia-andes.abc/products/importadas/prod-34041-centrum-hombre-30-comprimidos-calcio-250-mg-vitamina-a-250-mg-dr-simi.jpg,archivo_local_por_sku
prod-33482,Centrum Mujer 30 comprimidos,Medicamentos,/products/medicamentos/prod-33482-centrum-mujer-30-comprimidos.jpg,http://farmacia-andes.abc/products/medicamentos/prod-33482-centrum-mujer-30-comprimidos.jpg,archivo_local_por_sku
prod-34051,"Centrum Mujer 60 comprimidos (Minerales, Vitaminas)",Medicamentos,/products/medicamentos/prod-34051-centrum-mujer-60-comprimidos-minerales-vitaminas.jpg,http://farmacia-andes.abc/products/medicamentos/prod-34051-centrum-mujer-60-comprimidos-minerales-vitaminas.jpg,archivo_local_por_sku
prod-49817,Cep Dental Elmex Ultra Suave,Dermocosmética,/products/crema.svg,,placeholder_o_no_importable
prod-49485,Cepillo Paleta Desenredante Beauty 100,Higiene,/products/alcohol-gel.svg,,placeholder_o_no_importable
prod-46606,"Cerciora T comprimidos 1,5 mg 1 comprimido (Levonorgestrel 1,5 mg)",Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-39743,"Cerciorat 0,75 mg 2 comprimidos (Levonorgestrel 75 mcg)",Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-49514,Cetirex 10 mg 30 comprimidos (Cetirizina 10 mg),Medicamentos,/products/medicamentos/prod-49514-cetirex-10-mg-30-comprimidos-cetirizina-10-mg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-49514-cetirex-10-mg-30-comprimidos-cetirizina-10-mg.jpg,archivo_local_por_sku
prod-49898,Cetirizina Diclorhidrato 10 mg,Medicamentos,/products/importadas/prod-49898-cetirizina-diclorhidrato-10-mg-dr-simi.jpg,http://farmacia-andes.abc/products/importadas/prod-49898-cetirizina-diclorhidrato-10-mg-dr-simi.jpg,archivo_local_por_sku
prod-38233,"Cetraxal Otico gotas 0,3% 10 ml (Ciprofloxacino 0,3%)",Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-38234,"Cetraxal Plus gotas 10 ml (Ciprofloxacino 3 mg/1 ml, Fluocinolona 0,25 mg/1 ml)",Medicamentos,/products/medicamentos/prod-38234-cetraxal-plus-gotas-10-ml-ciprofloxacino-3-mg-1-ml-fluocinolona-0-25-m.jpg,http://farmacia-andes.abc/products/medicamentos/prod-38234-cetraxal-plus-gotas-10-ml-ciprofloxacino-3-mg-1-ml-fluocinolona-0-25-m.jpg,archivo_local_por_sku
prod-39178,Cheltin-fc 30 comprimidos,Medicamentos,/products/medicamentos/prod-39178-cheltin-fc-30-comprimidos.jpg,http://farmacia-andes.abc/products/medicamentos/prod-39178-cheltin-fc-30-comprimidos.jpg,archivo_local_por_sku
prod-49473,Chupete Mini Light Pigeon 0 Meses (S) x 2,Accesorios,/products/suero.svg,,placeholder_o_no_importable
prod-49952,Cicaplast Baume B 5 40 ml (Pantenol 5%),Dermocosmética,/products/crema.svg,,placeholder_o_no_importable
prod-32800,Cicatricure Gel 30 g,Dermocosmética,/products/crema.svg,,placeholder_o_no_importable
prod-17402,Cicatricure Gel 60 g Cicat Estrias,Dermocosmética,/products/crema.svg,,placeholder_o_no_importable
prod-12266,Ciclobenzaprina 10 mg 20 comprimidos recubiertos Mint,Medicamentos,/products/medicamentos/prod-12266-ciclobenzaprina-10-mg-20-comprimidos-recubiertos-mint.jpg,http://farmacia-andes.abc/products/medicamentos/prod-12266-ciclobenzaprina-10-mg-20-comprimidos-recubiertos-mint.jpg,archivo_local_por_sku
prod-18016,"Ciclomex 20CD 28 comprimidos (Etinilestradiol 20 mcg, Gestodeno 75 mcg)",Medicamentos,/products/medicamentos/prod-18016-ciclomex-20cd-28-comprimidos-etinilestradiol-20-mcg-gestodeno-75-mcg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-18016-ciclomex-20cd-28-comprimidos-etinilestradiol-20-mcg-gestodeno-75-mcg.jpg,archivo_local_por_sku
prod-26331,"Ciclomex Cd 28 comprimidos (Etinilestradiol 30 mcg, Gestodeno 75 mcg)",Medicamentos,/products/medicamentos/prod-26331-ciclomex-cd-28-comprimidos-etinilestradiol-30-mcg-gestodeno-75-mcg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-26331-ciclomex-cd-28-comprimidos-etinilestradiol-30-mcg-gestodeno-75-mcg.jpg,archivo_local_por_sku
prod-35731,Cilosvitae 100 mg 28 comprimidos recubiertos (bioequivalente) (Cilostazol 100 mg),Cuidado familiar,/products/importadas/prod-35731-cilosvitae-100-mg-28-comprimidos-recubiertos-bioequivalente-cilostazol-100-m-dr-simi.jpg,http://farmacia-andes.abc/products/importadas/prod-35731-cilosvitae-100-mg-28-comprimidos-recubiertos-bioequivalente-cilostazol-100-m-dr-simi.jpg,archivo_local_por_sku
prod-35457,Ciprofibrato 100 mg 30 cápsulas Alpeschemie,Medicamentos,/products/medicamentos/prod-35457-ciprofibrato-100-mg-30-capsulas-alpeschemie.jpg,http://farmacia-andes.abc/products/medicamentos/prod-35457-ciprofibrato-100-mg-30-capsulas-alpeschemie.jpg,archivo_local_por_sku
prod-50204,Ciprofloxacino 500 mg,Medicamentos,/products/importadas/prod-50204-ciprofloxacino-500-mg-dr-simi.png,http://farmacia-andes.abc/products/importadas/prod-50204-ciprofloxacino-500-mg-dr-simi.png,archivo_local_por_sku
prod-30906,Ciprofloxacino 500 mg 6 comprimidos recubiertos (bioequivalente) Chile,Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-7342,"Ciproval ungüento Oft 3,5 g (Ciprofloxacino 0,3%)",Dermocosmética,/products/crema.svg,,placeholder_o_no_importable
prod-17672,Ciruelax Forte 24 comprimidos (Cassia Angustifolia 125 mg),Medicamentos,/products/medicamentos/prod-17672-ciruelax-forte-24-comprimidos-cassia-angustifolia-125-mg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-17672-ciruelax-forte-24-comprimidos-cassia-angustifolia-125-mg.jpg,archivo_local_por_sku
prod-32796,Ciruelax Forte 60 comprimidos recubiertos (Cassia Angustifolia 125 mg),Medicamentos,/products/medicamentos/prod-32796-ciruelax-forte-60-comprimidos-recubiertos-cassia-angustifolia-125-mg.jpg,http://farmacia-andes.abc/products/medicamentos/prod-32796-ciruelax-forte-60-comprimidos-recubiertos-cassia-angustifolia-125-mg.jpg,archivo_local_por_sku
prod-9089,Ciruelax Jalea 150 g,Medicamentos,/products/receta.svg,,placeholder_o_no_importable
prod-9092,Ciruelax Jalea 300 g,Medicamentos,/products/medicamentos/prod-9092-ciruelax-jalea-300-g.jpg,http://farmacia-andes.abc/products/medicamentos/prod-9092-ciruelax-jalea-300-g.jpg,archivo_local_por_sku
prod-9093,Ciruelax Jalea 600 g,Medicamentos,/products/medicamentos/prod-9093-ciruelax-jalea-600-g.jpg,http://farmacia-andes.abc/products/medicamentos/prod-9093-ciruelax-jalea-600-g.jpg,archivo_local_por_sku
prod-28182,Ciruelax Jalea Forte 150 g,Medicamentos,/products/receta.svg,,placeholder_o_no_importable
