Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Regular price,Sale price,Tax status,In stock?,Stock,Backorders allowed?,Sold individually?,Categories,Tags,Images,Meta: _farmacia_andes_registro_isp,Meta: _farmacia_andes_principio_activo,Meta: _farmacia_andes_condicion_venta,Meta: _farmacia_andes_requiere_receta,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
simple,prod-49739,"Bromhidrato/Ipratropio 0,05%/0,025% solución Inh 25 ml",1,0,visible,Broncodilatador Inhalatorio. Presentación: 25 mililitros. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Broncodilatador Inhalatorio. Presentación: 25 mililitros. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,12990,,taxable,1,,0,0,Medicamentos,"ETHON PHARMACEUTICALS, Requiere receta",,,,Venta con receta médica,yes,Marca,ETHON PHARMACEUTICALS,1,0,Formato,25 mililitros,1,0
simple,prod-12016,Broncard jarabe 120 ml (Levodropropizina 60 mg),1,0,visible,Antitusivo. Presentación: 120 mililitros. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Antitusivo. Presentación: 120 mililitros. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,10990,,taxable,1,,0,0,Medicamentos,"LABOMED, Requiere receta",http://farmacia-andes.abc/products/medicamentos/prod-12016-broncard-jarabe-120-ml-levodropropizina-60-mg.jpg,,,Venta con receta médica,yes,Marca,LABOMED,1,0,Formato,120 mililitros,1,0
simple,prod-16644,Broncotusilan jarabe 250 mg/5 ml 120 ml (Carbocisteina 250 mg/5 ml),1,0,visible,Expectorante. Presentación: 120 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Expectorante. Presentación: 120 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,5280,,taxable,1,,0,0,Medicamentos,"PASTEUR, Venta libre",http://farmacia-andes.abc/products/medicamentos/prod-16644-broncotusilan-jarabe-250-mg-5-ml-120-ml-carbocisteina-250-mg-5-ml.jpg,,,Venta libre,no,Marca,PASTEUR,1,0,Formato,120 mililitros,1,0
simple,prod-14812,Broncotusilan jarabe Inf 120 ml (Carbocisteina 100 mg/5 ml),1,0,visible,Expectorante. Presentación: 120 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Expectorante. Presentación: 120 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,5900,,taxable,1,,0,0,Medicamentos,"PASTEUR, Venta libre",http://farmacia-andes.abc/products/medicamentos/prod-14812-broncotusilan-jarabe-inf-120-ml-carbocisteina-100-mg-5-ml.jpg,,,Venta libre,no,Marca,PASTEUR,1,0,Formato,120 mililitros,1,0
simple,prod-7213,"Brontal jarabe Ad 100 ml (Bromhexina 2 mg, Clofedianol 12,5 mg)",1,0,visible,Expectorante. Presentación: 100 mililitros. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Expectorante. Presentación: 100 mililitros. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,6000,,taxable,1,,0,0,Medicamentos,"SANITAS, Requiere receta",http://farmacia-andes.abc/products/medicamentos/prod-7213-brontal-jarabe-ad-100-ml-bromhexina-2-mg-clofedianol-12-5-mg.jpg,,,Venta con receta médica,yes,Marca,SANITAS,1,0,Formato,100 mililitros,1,0
simple,prod-7214,"Brontal jarabe Inf 100 ml (Bromexina 1 mg/5 ml, Clofedianol 7 mg/5 ml)",1,0,visible,Expectorante. Presentación: 100 mililitros. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Expectorante. Presentación: 100 mililitros. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,5600,,taxable,1,,0,0,Medicamentos,"SANITAS, Requiere receta",http://farmacia-andes.abc/products/importadas/prod-7214-brontal-jarabe-inf-100-ml-bromexina-1-mg-5-ml-clofedianol-7-mg-5-ml-dr-simi.jpg,,,Venta con receta médica,yes,Marca,SANITAS,1,0,Formato,100 mililitros,1,0
simple,prod-17365,Brontec jarabe 35 mg/5 ml Fco 100 ml (Extracto Hedera Helix 35 mg/5 ml),1,0,visible,Antitusivo. Presentación: 100 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Antitusivo. Presentación: 100 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,2400,,taxable,1,,0,0,Medicamentos,"MINTLAB, Venta libre",http://farmacia-andes.abc/products/medicamentos/prod-17365-brontec-jarabe-35-mg-5-ml-fco-100-ml-extracto-hedera-helix-35-mg-5-ml.jpg,,,Venta libre,no,Marca,MINTLAB,1,0,Formato,100 mililitros,1,0
simple,prod-2329,Brooks Talco 120 g,1,0,visible,Talcos. Presentación: 120 g. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Talcos. Presentación: 120 g. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,5990,,taxable,1,,0,0,Dermocosmética,"DIMASA, Venta libre",,,,Venta libre,no,Marca,DIMASA,1,0,Formato,120 g,1,0
simple,prod-49426,Bruma Refr Fijad Spray 50 ml,1,0,visible,Sin Asignacion. Presentación: 50 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Sin Asignacion. Presentación: 50 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,7990,,taxable,1,,0,0,Dermocosmética,"COSMETICA NACIONAL LTDA, Venta libre",,,,Venta libre,no,Marca,COSMETICA NACIONAL LTDA,1,0,Formato,50 mililitros,1,0
simple,prod-40261,Bubu Abs Leche 30 Un,1,0,visible,Accesorios Infantiles. Presentación: Formato a consultar. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Accesorios Infantiles. Presentación: Formato a consultar. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,2990,,taxable,1,,0,0,Dermocosmética,"FAMILY SET, Venta libre",,,,Venta libre,no,Marca,FAMILY SET,1,0,Formato,Formato a consultar,1,0
simple,prod-40053,Bubu Abs Leche 60 Un,1,0,visible,Accesorios Infantiles. Presentación: Formato a consultar. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Accesorios Infantiles. Presentación: Formato a consultar. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,3990,,taxable,1,,0,0,Dermocosmética,"FAMILY SET, Venta libre",,,,Venta libre,no,Marca,FAMILY SET,1,0,Formato,Formato a consultar,1,0
simple,prod-13617,"Bucogerm Tos 10 comprimidos Mast (Clorhexidina 5 mg, Noscapina 10 mg)",1,0,visible,Antiseptico Bucal. Presentación: 10 comprimidos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Antiseptico Bucal. Presentación: 10 comprimidos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,2690,,taxable,1,,0,0,Medicamentos,"MINTLAB, Venta libre",http://farmacia-andes.abc/products/medicamentos/prod-13617-bucogerm-tos-10-comprimidos-mast-clorhexidina-5-mg-noscapina-10-mg.jpg,,,Venta libre,no,Marca,MINTLAB,1,0,Formato,10 comprimidos,1,0
simple,prod-32705,"Budesynt Hfa-la 200 mcg/Dosis (Budesonida 0,322 g)",1,0,visible,Corticoterapia Inhalatoria. Presentación: 200 Dosis. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Corticoterapia Inhalatoria. Presentación: 200 Dosis. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,13490,,taxable,1,,0,0,Medicamentos,"FAES FARMA, Requiere receta",http://farmacia-andes.abc/products/medicamentos/prod-32705-budesynt-hfa-la-200-mcg-dosis-budesonida-0-322-g.jpg,,,Venta con receta médica,yes,Marca,FAES FARMA,1,0,Formato,200 Dosis,1,0
simple,prod-28724,Bupredol 150 mg 30 comprimidos,1,0,visible,Antidepresivo. Presentación: 30 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Antidepresivo. Presentación: 30 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,19960,,taxable,1,,0,0,Medicamentos,"SANITAS, Requiere receta",http://farmacia-andes.abc/products/medicamentos/prod-28724-bupredol-150-mg-30-comprimidos.jpg,,,Venta con receta médica,yes,Marca,SANITAS,1,0,Formato,30 comprimidos,1,0
simple,prod-41164,Bupredol 150 mg 60 comprimidos recubiertos LP (Bupropion (Anfebutamona) 150 mg),1,0,visible,Antidepresivo. Presentación: 60 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Antidepresivo. Presentación: 60 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,29490,,taxable,1,,0,0,Medicamentos,"SANITAS, Requiere receta",,,,Venta con receta médica,yes,Marca,SANITAS,1,0,Formato,60 comprimidos,1,0
simple,prod-49670,Burten 30 mg 4 comprimidos (Ketorolaco 30 mg),1,0,visible,Analgesico. Presentación: 4 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Analgesico. Presentación: 4 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,10490,,taxable,1,,0,0,Medicamentos,"CHILE, Requiere receta",http://farmacia-andes.abc/products/medicamentos/prod-49670-burten-30-mg-4-comprimidos-ketorolaco-30-mg.jpg,,,Venta con receta médica,yes,Marca,CHILE,1,0,Formato,4 comprimidos,1,0
simple,prod-40521,Burten Sl 30 mg 2 comprimidos (Ketorolaco 30 mg),1,0,visible,Analgesico. Presentación: 2 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Analgesico. Presentación: 2 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,5900,,taxable,1,,0,0,Medicamentos,"CHILE, Requiere receta",http://farmacia-andes.abc/products/medicamentos/prod-40521-burten-sl-30-mg-2-comprimidos-ketorolaco-30-mg.jpg,,,Venta con receta médica,yes,Marca,CHILE,1,0,Formato,2 comprimidos,1,0
simple,prod-49659,Buscapina 10 mg gotas 20 ml (N-butilbromuro De Hioscina (Escopolamina) 10 mg/1 ml),1,0,visible,Antiespasmodico. Presentación: 20 mililitros. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Antiespasmodico. Presentación: 20 mililitros. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,8690,,taxable,1,,0,0,Medicamentos,"SANOFI - AVENTIS, Requiere receta",,,,Venta con receta médica,yes,Marca,SANOFI - AVENTIS,1,0,Formato,20 mililitros,1,0
simple,prod-23736,"Butocort-hfa Inh 250 Ds (Beclometasona 50 mcg, Salbutamol 120 mcg)",1,0,visible,Corticoterapia Inhalatoria. Presentación: 250 Dosis. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Corticoterapia Inhalatoria. Presentación: 250 Dosis. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,13990,,taxable,1,,0,0,Medicamentos,"D&M PHARMA S.A., Requiere receta",http://farmacia-andes.abc/products/medicamentos/prod-23736-butocort-hfa-inh-250-ds-beclometasona-50-mcg-salbutamol-120-mcg.jpg,,,Venta con receta médica,yes,Marca,D&M PHARMA S.A.,1,0,Formato,250 Dosis,1,0
simple,prod-39384,Butrino 150 mg 30 comprimidos LP (Bupropion (Anfebutamona) 150 mg),1,0,visible,Antidepresivo. Presentación: 30 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Antidepresivo. Presentación: 30 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,20600,,taxable,1,,0,0,Medicamentos,"EUROFARMA CHILE, Requiere receta",http://farmacia-andes.abc/products/medicamentos/prod-39384-butrino-150-mg-30-comprimidos-lp-bupropion-anfebutamona-150-mg.jpg,,,Venta con receta médica,yes,Marca,EUROFARMA CHILE,1,0,Formato,30 comprimidos,1,0
simple,prod-49860,Cabestrillo Recovery 1 Un,1,0,visible,Accesorios Medicos. Presentación: 1 Dispositivo. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Accesorios Medicos. Presentación: 1 Dispositivo. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,5000,,taxable,1,,0,0,Accesorios,"INSUMOS MEDICOS, Venta libre",,,,Venta libre,no,Marca,INSUMOS MEDICOS,1,0,Formato,1 Dispositivo,1,0
simple,prod-30128,Cachantun con Gas 600 ml,1,0,visible,Aguas Y Bebidas. Presentación: 600 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Aguas Y Bebidas. Presentación: 600 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,850,,taxable,1,,0,0,Cuidado familiar,"CCU, Venta libre",,,,Venta libre,no,Marca,CCU,1,0,Formato,600 mililitros,1,0
simple,prod-38496,Cachantun Mas Citrus 600 ml,1,0,visible,Aguas Y Bebidas. Presentación: 600 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Aguas Y Bebidas. Presentación: 600 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,1100,,taxable,1,,0,0,Cuidado familiar,"CCU, Venta libre",,,,Venta libre,no,Marca,CCU,1,0,Formato,600 mililitros,1,0
simple,prod-30130,Cachantun sin Gas 600 ml,1,0,visible,Aguas Y Bebidas. Presentación: 600 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Aguas Y Bebidas. Presentación: 600 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,850,,taxable,1,,0,0,Cuidado familiar,"CCU, Venta libre",,,,Venta libre,no,Marca,CCU,1,0,Formato,600 mililitros,1,0
simple,prod-50047,Caffeine Max x 60 Cápsulas (Scl) (Cafeina 200 mg),1,0,visible,Estimulante Snc. Presentación: 60 cápsulas. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Estimulante Snc. Presentación: 60 cápsulas. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,9990,,taxable,1,,0,0,Medicamentos,"SCL, Venta libre",,,,Venta libre,no,Marca,SCL,1,0,Formato,60 cápsulas,1,0
simple,prod-14957,"Cafiaspirina 40 comprimidos (Ácido Acetilsalicilico 500 mg, Cafeina 40 mg)",1,0,visible,Analgesico. Presentación: 40 comprimidos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Analgesico. Presentación: 40 comprimidos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,5090,,taxable,1,,0,0,Medicamentos,"BAYER, Venta libre",http://farmacia-andes.abc/products/importadas/prod-14957-cafiaspirina-40-comprimidos-acido-acetilsalicilico-500-mg-cafeina-40-mg-dr-simi.jpg,,,Venta libre,no,Marca,BAYER,1,0,Formato,40 comprimidos,1,0
simple,prod-50185,Calabaza Prost (Zinc 8 mg),1,0,visible,Suplemento Alimenticio. Presentación: 60 cápsulas. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Suplemento Alimenticio. Presentación: 60 cápsulas. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,4990,,taxable,1,,0,0,Medicamentos,"AURA VITALIS, Venta libre",http://farmacia-andes.abc/products/importadas/prod-50185-calabaza-prost-zinc-8-mg-dr-simi.jpg,,,Venta libre,no,Marca,AURA VITALIS,1,0,Formato,60 cápsulas,1,0
simple,prod-2888,"Calmatol jarabe 60 ml (Hinojo 3 g, Manzanilla 3 g, Scholtzia 3 g, Tilo 3 g)",1,0,visible,Sedantes. Presentación: 60 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Sedantes. Presentación: 60 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,9890,,taxable,1,,0,0,Medicamentos,"FARMOQUIMICA DEL PACIFICO, Venta libre",http://farmacia-andes.abc/products/medicamentos/prod-2888-calmatol-jarabe-60-ml-hinojo-3-g-manzanilla-3-g-scholtzia-3-g-tilo-3-g.jpg,,,Venta libre,no,Marca,FARMOQUIMICA DEL PACIFICO,1,0,Formato,60 mililitros,1,0
simple,prod-1575,"Cam 30 comprimidos (Betametasona 0,25 mg, Dexclorfeniramina 2 mg)",1,0,visible,Corticoter Asociada oral. Presentación: 30 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Corticoter Asociada oral. Presentación: 30 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,13700,,taxable,1,,0,0,Medicamentos,"CHILE, Requiere receta",http://farmacia-andes.abc/products/medicamentos/prod-1575-cam-30-comprimidos-betametasona-0-25-mg-dexclorfeniramina-2-mg.jpg,,,Venta con receta médica,yes,Marca,CHILE,1,0,Formato,30 comprimidos,1,0
simple,prod-1576,"Cam jarabe 120 ml (Betametasona 0,25 mg/5 ml, Dexclorfeniramina 2 mg/5 ml)",1,0,visible,Corticoter Asociada oral. Presentación: 120 mililitros. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Corticoter Asociada oral. Presentación: 120 mililitros. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,12900,,taxable,1,,0,0,Medicamentos,"CHILE, Requiere receta",http://farmacia-andes.abc/products/medicamentos/prod-1576-cam-jarabe-120-ml-betametasona-0-25-mg-5-ml-dexclorfeniramina-2-mg-5-m.jpg,,,Venta con receta médica,yes,Marca,CHILE,1,0,Formato,120 mililitros,1,0
simple,prod-33369,Canesten Sp 1% 40 ml (Clotrimazol 1%),1,0,visible,Antimicotico Topico. Presentación: 40 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Antimicotico Topico. Presentación: 40 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,10990,,taxable,1,,0,0,Medicamentos,"BAYER, Venta libre",http://farmacia-andes.abc/products/medicamentos/prod-33369-canesten-sp-1-40-ml-clotrimazol-1.jpg,,,Venta libre,no,Marca,BAYER,1,0,Formato,40 mililitros,1,0
simple,prod-35407,Captopril 25 mg 30 comprimidos Mintlab,1,0,visible,Hipotensores. Presentación: 30 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Hipotensores. Presentación: 30 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,3390,,taxable,1,,0,0,Medicamentos,"MINTLAB, Requiere receta",http://farmacia-andes.abc/products/medicamentos/prod-35407-captopril-25-mg-30-comprimidos-mintlab.jpg,,,Venta con receta médica,yes,Marca,MINTLAB,1,0,Formato,30 comprimidos,1,0
simple,prod-38921,Caramelos De Propoleo Miel x 10 Unidades,1,0,visible,Sin Asignacion. Presentación: Formato a consultar. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Sin Asignacion. Presentación: Formato a consultar. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,1200,,taxable,1,,0,0,Medicamentos,"SPRING LIFE, Venta libre",http://farmacia-andes.abc/products/importadas/prod-38921-caramelos-de-propoleo-miel-x-10-unidades-dr-simi.jpg,,,Venta libre,no,Marca,SPRING LIFE,1,0,Formato,Formato a consultar,1,0
simple,prod-49223,Carbamaz bioequivalente comprimidos 200 mg 20 (Carbamazepina 200 mg),1,0,visible,Anticonvulsionante. Presentación: 20 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Anticonvulsionante. Presentación: 20 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,1500,,taxable,1,,0,0,Medicamentos,"ANDROMACO, Requiere receta",http://farmacia-andes.abc/products/medicamentos/prod-49223-carbamaz-bioequivalente-comprimidos-200-mg-20-carbamazepina-200-mg.jpg,,,Venta con receta médica,yes,Marca,ANDROMACO,1,0,Formato,20 comprimidos,1,0
simple,prod-9581,Carbon Sulfaguanidina 20 comprimidos Valma,1,0,visible,Antiseptico Intestinal. Presentación: 20 comprimidos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Antiseptico Intestinal. Presentación: 20 comprimidos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,2500,,taxable,1,,0,0,Medicamentos,"VALMA, Venta libre",http://farmacia-andes.abc/products/medicamentos/prod-9581-carbon-sulfaguanidina-20-comprimidos-valma.jpg,,,Venta libre,no,Marca,VALMA,1,0,Formato,20 comprimidos,1,0
simple,prod-3657,Cardicon Retard 20 mg 30 comprimidos (Nifedipino 20 mg),1,0,visible,Hipotensores. Presentación: 30 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Hipotensores. Presentación: 30 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,38690,,taxable,1,,0,0,Medicamentos,"LABOMED, Requiere receta",http://farmacia-andes.abc/products/medicamentos/prod-3657-cardicon-retard-20-mg-30-comprimidos-nifedipino-20-mg.jpg,,,Venta con receta médica,yes,Marca,LABOMED,1,0,Formato,30 comprimidos,1,0
simple,prod-49911,Cardioaspirina 100 Ec 20 comprimidos (Ácido Acetilsalicilico 100 mg),1,0,visible,Antiagregante Plaquetario. Presentación: 20 comprimidos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Antiagregante Plaquetario. Presentación: 20 comprimidos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,5990,,taxable,1,,0,0,Medicamentos,"BAYER, Venta libre",http://farmacia-andes.abc/products/medicamentos/prod-49911-cardioaspirina-100-ec-20-comprimidos-acido-acetilsalicilico-100-mg.jpg,,,Venta libre,no,Marca,BAYER,1,0,Formato,20 comprimidos,1,0
simple,prod-50083,Cardioaspirina 100 mg 50 comprimidos (Ácido Acetilsalicilico 100 mg),1,0,visible,Antiagregante Plaquetario. Presentación: 50 comprimidos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Antiagregante Plaquetario. Presentación: 50 comprimidos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,12990,,taxable,1,,0,0,Medicamentos,"BAYER, Venta libre",http://farmacia-andes.abc/products/medicamentos/prod-50083-cardioaspirina-100-mg-50-comprimidos-acido-acetilsalicilico-100-mg.jpg,,,Venta libre,no,Marca,BAYER,1,0,Formato,50 comprimidos,1,0
simple,prod-7219,Cardiolen 120 mg x 2O cápsulas (Verapamilo 120 mg),1,0,visible,Hipotensores. Presentación: 20 cápsulas. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Hipotensores. Presentación: 20 cápsulas. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,19980,,taxable,1,,0,0,Medicamentos,"SANITAS, Requiere receta",http://farmacia-andes.abc/products/medicamentos/prod-7219-cardiolen-120-mg-x-2o-capsulas-verapamilo-120-mg.jpg,,,Venta con receta médica,yes,Marca,SANITAS,1,0,Formato,20 cápsulas,1,0
