SKU,Nombre,Categoria,Fuente,Imagen local,URL fuente,Producto fuente,Estado
prod-50185,Calabaza Prost (Zinc 8 mg),Medicamentos,Dr. Simi,/products/importadas/prod-50185-calabaza-prost-zinc-8-mg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/156011/CH4004-1.jpg?v=637964771980730000,Simi Pro-st oil 30 cápsulas blandas,descargada
prod-38496,Cachantun Mas Citrus 600 ml,Cuidado familiar,,,,,sin coincidencia segura
prod-14957,"Cafiaspirina 40 comprimidos (Ácido Acetilsalicilico 500 mg, Cafeina 40 mg)",Medicamentos,Dr. Simi,/products/importadas/prod-14957-cafiaspirina-40-comprimidos-acido-acetilsalicilico-500-mg-cafeina-40-mg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/156403/CH5788-1.jpg?v=637964773388700000,Cafiaspirina ácido acetilsalicílico 500 mg cafeína 40 mg 40 comprimidos,descargada
prod-49982,Cardomariano 500 mg x 60 Cápsulas,Medicamentos,,,,,sin coincidencia segura
prod-38921,Caramelos De Propoleo Miel x 10 Unidades,Medicamentos,Dr. Simi,/products/importadas/prod-38921-caramelos-de-propoleo-miel-x-10-unidades-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/157875/FOTOS-WEB-ECOMMERCE_0001_CH5207-1.jpg?v=638664239072800000,Caramelos de propóleo con miel 10 unidades,descargada
prod-49959,Cardo Mariano Infusion Herbal (Silimarina 30 g),Medicamentos,,,,,sin coincidencia segura
prod-13450,Carefree P Diario Original 100 Un,Dermocosmética,,,,,sin coincidencia segura
prod-26542,Carefree Prot Diarios 40 Un Largo,Dermocosmética,,,,,sin coincidencia segura
prod-35551,"Carvedilol 12,5 mg 30 comprimidos (Bioequivalente)chile",Medicamentos,,,,,sin coincidencia segura
prod-38724,"Carvedilol 6,25 mg 30 comprimidos",Medicamentos,,,,,sin coincidencia segura
prod-49691,"Casenglicol 16 Sobres 17,6 g polvo",Medicamentos,,,,,sin coincidencia segura
prod-32728,Cefadroxilo 500 mg 8 cápsulas (bioequivalente) Mintlab,Medicamentos,,,,,sin coincidencia segura
prod-5092,Cebion 1000 mg 10 comprimidos Eferv (Ácido Ascorbico 1000 mg),Medicamentos,,,,,sin coincidencia segura
prod-5096,Cebion gotas 30 ml (Ácido Ascorbico 100 mg/1 ml),Medicamentos,,,,,sin coincidencia segura
prod-39560,"Cefalmin 20 comprimidos recubiertos (Cafeina 100 mg, Clorfenamina 1 mg, Ergotamina 1 mg, Metamizol 300 mg)",Medicamentos,,,,,sin coincidencia segura
prod-49562,Caristop Cep Extra Duro,Dermocosmética,,,,,sin coincidencia segura
prod-46521,Cefurox bioequivalente comprimidos recubiertos 500 mg 14 (Cefuroximo 500 mg),Medicamentos,Dr. Simi,/products/importadas/prod-46521-cefurox-bioequivalente-comprimidos-recubiertos-500-mg-14-cefuroximo-500-mg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/158095/CH7269.jpg?v=638665143287200000,Cefuroxima 500 mg 14 comprimidos recubiertos,descargada
prod-7221,"Cefalmin 10 comprimidos (Cafeina 100 mg, Clorfenamina 1 mg, Ergotamina 1 mg, Metamizol 300 mg)",Medicamentos,Dr. Simi,/products/importadas/prod-7221-cefalmin-10-comprimidos-cafeina-100-mg-clorfenamina-1-mg-ergotamina-1-mg-met-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/155466/CH74041-1.jpg?v=639074524466630000,Cefalmin 10 comprimidos recubiertos,descargada
prod-16483,Cefradina 500 mg 8 cápsulas (Cefadroxilo 500 mg),Medicamentos,Dr. Simi,/products/importadas/prod-16483-cefradina-500-mg-8-capsulas-cefadroxilo-500-mg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/160740/CH0105-01-MILAB.jpg?v=639159281827670000,Cefradina 500 mg 8 cápsulas,descargada
prod-46606,"Cerciora T comprimidos 1,5 mg 1 comprimido (Levonorgestrel 1,5 mg)",Medicamentos,,,,,sin coincidencia segura
prod-29959,Centella Asiatica Gel 100 g Green,Medicamentos,,,,,sin coincidencia segura
prod-34041,"Centrum Hombre 30 comprimidos (Calcio 250 mg, Vitamina A 250 mg)",Medicamentos,Dr. Simi,/products/importadas/prod-34041-centrum-hombre-30-comprimidos-calcio-250-mg-vitamina-a-250-mg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/159397/Centrum Hombre CH6246-1.jpg?v=639074524724400000,Centrum hombre multivitaminico multimineral 30 comprimidos recubiertos,descargada
prod-49817,Cep Dental Elmex Ultra Suave,Dermocosmética,,,,,sin coincidencia segura
prod-39743,"Cerciorat 0,75 mg 2 comprimidos (Levonorgestrel 75 mcg)",Medicamentos,,,,,sin coincidencia segura
prod-49473,Chupete Mini Light Pigeon 0 Meses (S) x 2,Accesorios,,,,,sin coincidencia segura
prod-38233,"Cetraxal Otico gotas 0,3% 10 ml (Ciprofloxacino 0,3%)",Medicamentos,,,,,sin coincidencia segura
prod-49485,Cepillo Paleta Desenredante Beauty 100,Higiene,,,,,sin coincidencia segura
prod-49898,Cetirizina Diclorhidrato 10 mg,Medicamentos,Dr. Simi,/products/importadas/prod-49898-cetirizina-diclorhidrato-10-mg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/160453/BE0059-1.jpg?v=639068608732970000,Rigotax cetirizina 10 mg 30 comprimidos recubiertos,descargada
prod-50169,Celecoxib 200 mg,Medicamentos,Dr. Simi,/products/importadas/prod-50169-celecoxib-200-mg-dr-simi.png,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/159759/BE0042-1.png?v=638943253890270000,Celerium celecoxib 200 mg 10 cápsulas,descargada
prod-17402,Cicatricure Gel 60 g Cicat Estrias,Dermocosmética,,,,,sin coincidencia segura
prod-32800,Cicatricure Gel 30 g,Dermocosmética,,,,,sin coincidencia segura
prod-49952,Cicaplast Baume B 5 40 ml (Pantenol 5%),Dermocosmética,,,,,sin coincidencia segura
prod-30906,Ciprofloxacino 500 mg 6 comprimidos recubiertos (bioequivalente) Chile,Medicamentos,,,,,sin coincidencia segura
prod-50204,Ciprofloxacino 500 mg,Medicamentos,Dr. Simi,/products/importadas/prod-50204-ciprofloxacino-500-mg-dr-simi.png,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/158352/BE0031-1.png?v=638606246101030000,Ciprofloxacino 500 mg 6 comprimidos recubiertos,descargada
prod-35731,Cilosvitae 100 mg 28 comprimidos recubiertos (bioequivalente) (Cilostazol 100 mg),Cuidado familiar,Dr. Simi,/products/importadas/prod-35731-cilosvitae-100-mg-28-comprimidos-recubiertos-bioequivalente-cilostazol-100-m-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/155651/BE0062-1.jpg?v=637964770736800000,Cilosvitae cilostazol 100 mg 28 comprimidos,descargada
prod-7342,"Ciproval ungüento Oft 3,5 g (Ciprofloxacino 0,3%)",Dermocosmética,,,,,sin coincidencia segura
prod-28182,Ciruelax Jalea Forte 150 g,Medicamentos,,,,,sin coincidencia segura
prod-49249,Citrato De Magnesio,Homeopatía,,,,,sin coincidencia segura
prod-9089,Ciruelax Jalea 150 g,Medicamentos,,,,,sin coincidencia segura
prod-49893,Citrato De Potasio 500 mg,Medicamentos,,,,,sin coincidencia segura
prod-50071,Citrato De Potasio 1200 mg x 60 cápsulas,Medicamentos,,,,,sin coincidencia segura
prod-9087,"Ciruelax Te 30bols (Cassia Angustifolia 0,012%)",Medicamentos,,,,,sin coincidencia segura
prod-7223,Claritromicina 500 mg 14 comprimidos (bioequivalente) Chemo Pharma,Medicamentos,Dr. Simi,/products/importadas/prod-7223-claritromicina-500-mg-14-comprimidos-bioequivalente-chemo-pharma-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/160153/Andromaco - CH0027-1.jpg?v=638984870117630000,Claritromicina 500 mg 14 comprimidos recubiertos,descargada
prod-50077,Citrato De Potasio x 30 cápsulas (Scl Cnp),Medicamentos,,,,,sin coincidencia segura
prod-49169,Cleomycin 1% Gel Topico 30 g (Clindamicina 1%),Medicamentos,Dr. Simi,/products/importadas/prod-49169-cleomycin-1-gel-topico-30-g-clindamicina-1-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/159158/Clindamicina-529-1.jpg?v=639074524425000000,Cleomycin clindamicina 1 % gel tópico 30 g,descargada
prod-50173,Clearblue ( Prueba De Embarazo ) Digital,Accesorios,,,,,sin coincidencia segura
prod-38611,"Clobetasol 0,05% 25 g crema Hospifarma",Dermocosmética,,,,,sin coincidencia segura
prod-46396,"Clobetasol crema 0,05% 25 g",Medicamentos,,,,,sin coincidencia segura
prod-50037,Clonazepam 2 mg x 30comprimidos,Medicamentos,Dr. Simi,/products/importadas/prod-50037-clonazepam-2-mg-x-30comprimidos-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/160852/CH7487-01-TEVA.jpg?v=639161874137600000,Clonazepam 2 mg 30 comprimidos,descargada
prod-49768,"Cloruro De Sodio 0,9% 1000 ml",Medicamentos,,,,,sin coincidencia segura
prod-49224,"Cloranf bioequivalente S Oft 0,5% 10M (Cloranfenicol 0,5%)",Medicamentos,,,,,sin coincidencia segura
prod-46218,Cloranf ungüento Oft 1% 5 g (Cloranfenicol 1%),Dermocosmética,,,,,sin coincidencia segura
prod-30955,Clorfenamina 4 mg 20 comprimidos (bioequivalente) Mintlab,Medicamentos,,,,,sin coincidencia segura
prod-49692,"Cloruro De Sodio 0,9% 100 ml",Medicamentos,,,,,sin coincidencia segura
prod-49767,"Cloruro De Sodio 0,9% 500 ml",Medicamentos,,,,,sin coincidencia segura
prod-31069,Clotrimazol 500 mg 1OV Pasteur,Medicamentos,,,,,sin coincidencia segura
prod-30908,Clotrimazol 100 mg 6 Ov Chile,Medicamentos,,,,,sin coincidencia segura
prod-30744,Clotrimazol crema 1%20 g Opko,Medicamentos,,,,,sin coincidencia segura
prod-49226,Cloxacil bioequivalente cápsulas 500 mg 12* (Cloxacilina 500 mg),Medicamentos,Dr. Simi,/products/importadas/prod-49226-cloxacil-bioequivalente-capsulas-500-mg-12-cloxacilina-500-mg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/160325/Opko-CH0206-01.jpg?v=639034141457800000,Cloxacilina 500 mg 12 cápsulas,descargada
prod-49998,Coconut Reconstruction Oil 60 ml (Ace De Coco 1/1),Dermocosmética,,,,,sin coincidencia segura
prod-46263,Coca Cola sin Azucar 350 ml,Cuidado familiar,,,,,sin coincidencia segura
prod-49784,Colgate Cep Extra Suave Pro Cuida x 2,Dermocosmética,,,,,sin coincidencia segura
prod-49847,Colageno + Q 10,Medicamentos,,,,,sin coincidencia segura
prod-38043,Colgate crema Luminous White 90 g,Dermocosmética,,,,,sin coincidencia segura
prod-33283,Colgate Cep Slim Black Sx 2,Dermocosmética,,,,,sin coincidencia segura
prod-49400,Colgate Cep Kids x 2,Dermocosmética,,,,,sin coincidencia segura
prod-49269,Colgate Cep Extra Clean Medium,Dermocosmética,,,,,sin coincidencia segura
prod-14088,Colgate Cep Twister 2SUA,Dermocosmética,,,,,sin coincidencia segura
prod-10240,Colgate crema Tri Accion 135 g,Dermocosmética,,,,,sin coincidencia segura
prod-37446,Colgate Kids 6 + Fresa 50 g,Dermocosmética,,,,,sin coincidencia segura
prod-4979,Colgate Plax solución Kids 250 ml,Dermocosmética,,,,,sin coincidencia segura
prod-49807,Colgate Plax Odor Control 1000 ml,Dermocosmética,,,,,sin coincidencia segura
prod-40553,Colgate Ultr Bla 90 g 3 Un,Dermocosmética,,,,,sin coincidencia segura
prod-49542,"Collagen Up 90 cápsulas (Ácido Ascorbico 600 mg, Vitamina D 20 mcg, Vitamina K 1 120 mcg)",Medicamentos,,,,,sin coincidencia segura
prod-50066,"Colon Max x 60 cápsulas (Scl Cnp) (Boldo 1/1, Cynara Sco 1/1, Manzanilla 1/1)",Medicamentos,,,,,sin coincidencia segura
prod-7921,Colonia 451 Inglesa 400 ml,Dermocosmética,,,,,sin coincidencia segura
prod-7920,Colonia 451 Inglesa 260 ml,Dermocosmética,,,,,sin coincidencia segura
prod-45854,"Compulxine comprimidos 37,5 mg 30 (Fentermina 37,5 mg)",Medicamentos,,,,,sin coincidencia segura
prod-49750,"Collar Isabelino 7,5 Cm",Accesorios,,,,,sin coincidencia segura
prod-34971,Comodity Toa Hum Ad 45UD Aloe/Vit E,Dermocosmética,,,,,sin coincidencia segura
prod-50205,Copos Dce Algodon,Accesorios,,,,,sin coincidencia segura
prod-50088,Coques Celecoxib 200 mg x 10cápsulas (Eurofarmas),Medicamentos,,,,,sin coincidencia segura
prod-49776,Corega Tabslimpiadoras Pro Ortodoncia,Dermocosmética,,,,,sin coincidencia segura
prod-21382,Corega Tbs 3MIN Eferv 30tab,Dermocosmética,,,,,sin coincidencia segura
prod-32989,Condor Cep Cab Mojado Fluor + Peine 6802,Dermocosmética,,,,,sin coincidencia segura
prod-18148,Corega U crema Adhe 20 g sin Sabor,Dermocosmética,,,,,sin coincidencia segura
prod-10522,Corega Ultra sin Menta 40 g,Dermocosmética,,,,,sin coincidencia segura
prod-49777,Cortauñas Grande 1 Un Beauty,Dermocosmética,,,,,sin coincidencia segura
prod-49564,Cotonitos Tropical 270 x 1,Dermocosmética,,,,,sin coincidencia segura
prod-49405,Cotidian Pants P-m Ultra 16 Un,Dermocosmética,,,,,sin coincidencia segura
prod-25961,Cotidian Apositos 20 Un U/Tall,Medicamentos,,,,,sin coincidencia segura
prod-49775,Cotonitos Babyland 200 Un,Dermocosmética,,,,,sin coincidencia segura
prod-31058,"Cotrimoxazol jarabe 100 ml Mintlab (Sulfametoxazol 200 mg, Trimetoprim 40 mg)",Medicamentos,,,,,sin coincidencia segura
prod-49752,Cran Parche Curita Redondo 1 Un,Accesorios,,,,,sin coincidencia segura
prod-49754,Cran Scalp Vein 21GX 3/4 x 1 Un,Accesorios,,,,,sin coincidencia segura
prod-49312,"Cranb Gasa No Esteril 7,5*7,5cms 4 Pl",Medicamentos,,,,,sin coincidencia segura
prod-27899,Cranb Gasa 4 Pliegues N/T 5X 5CMS x 2,Accesorios,,,,,sin coincidencia segura
prod-34077,Cranberry Vit C + E 60 cápsulas,Cuidado familiar,,,,,sin coincidencia segura
prod-49753,Cran Parche Curita Redondo 100 Un,Accesorios,,,,,sin coincidencia segura
prod-49984,Cranberry Prebitocos Y Probioticos,Medicamentos,,,,,sin coincidencia segura
prod-49861,Cranbery Venda Gasa Elasticada 8 Cm x 4 M x 1 Un,Accesorios,,,,,sin coincidencia segura
prod-35429,Cranb Gasa Parafinada 10X 10CM Un,Medicamentos,,,,,sin coincidencia segura
prod-49769,Creatina Gummies 90 Gomitas,Medicamentos,,,,,sin coincidencia segura
prod-16819,Cureband Curita 4 Un,Accesorios,,,,,sin coincidencia segura
prod-23982,Curocef Sus 250 mg 100 ml (Cefuroximo 5 g),Medicamentos,,,,,sin coincidencia segura
prod-49700,Creatina Nutrapharm,Medicamentos,,,,,sin coincidencia segura
prod-49482,Curaprox Cep 5500 C Kids,Dermocosmética,,,,,sin coincidencia segura
prod-13500,"Degraler jarabe 2,5 mg/5 ml 100 ml (Levocetirizina 2,5 mg/5 ml)",Medicamentos,,,,,sin coincidencia segura
prod-17971,Daily Stevia 270 ml,Cuidado familiar,,,,,sin coincidencia segura
prod-17379,"Daily gotas 270 ml (Ciclamato, Sacarina)",Cuidado familiar,,,,,sin coincidencia segura
prod-49241,Dermaglin Biotina + Aminoácidos + Zinc 60 cápsulas,Dermocosmética,,,,,sin coincidencia segura
prod-48627,Dentwell Hilo P/Ninos x 36,Medicamentos,,,,,sin coincidencia segura
prod-7359,"Dermabiotico ungüento 15 g (Bacitracina 500 UI/1 g, Polimixina B 10000 UI/1 g)",Dermocosmética,Dr. Simi,/products/importadas/prod-7359-dermabiotico-unguento-15-g-bacitracina-500-ui-1-g-polimixina-b-10000-ui-1-g-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/158703/FOTOS-WEB-ECOMMERCE_0043_CH6186-1.jpg?v=638682418248870000,"Dermabiótico polimixina B 0,2 % bacitracina 0,8 % ungüento dérmico 15 g",descargada
prod-46430,Dermatop Sulf Jab Esp 150,Dermocosmética,,,,,sin coincidencia segura
prod-39089,Desdol 20 comprimidos Clorzoxazona + Paracetamol,Medicamentos,,,,,sin coincidencia segura
prod-34658,"Dermatopic Ph 5,5 Jab Liq 250 ml",Dermocosmética,,,,,sin coincidencia segura
prod-30735,"Desloratadina 2,5 mg/5 ml jarabe 60 ml Iphsa",Medicamentos,,,,,sin coincidencia segura
prod-18139,Dhipoglos Pom 20 g,Medicamentos,,,,,sin coincidencia segura
prod-49331,Desloratadina 5 mg 30 comprimidos Curaespring,Medicamentos,,,,,sin coincidencia segura
prod-49859,Desodorante Natural Alumbre Stick x 120 g,Higiene,,,,,sin coincidencia segura
prod-734,"Dexagin Ov 10 (Ácido Borico, Benzalconio Cloruro, Dexametasona 0,25 mg, Iodohidroxiquinoleina 100 mg)",Medicamentos,,,,,sin coincidencia segura
prod-35958,Devellol Zonas Delicadas 40 ml,Dermocosmética,,,,,sin coincidencia segura
prod-7362,"Diaren jarabe 100 ml (Atapulgita 500 mg/5 ml, Nifuroxazida 200 mg/5 ml)",Medicamentos,,,,,sin coincidencia segura
prod-49203,Diclofen bioequivalente comprimidos recubiertos 50 mg 10 (Diclofenaco Sodico 50 mg),Medicamentos,Dr. Simi,/products/importadas/prod-49203-diclofen-bioequivalente-comprimidos-recubiertos-50-mg-10-diclofenaco-sodico--dr-simi.png,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/159636/Diclofenaco-de-Sodio-AR0082-1.png?v=638991771320730000,Diclofenaco 50 mg 10 comprimidos con recubrimiento entérico,descargada
prod-30911,"Diclofenaco 12,5 mg 5SUP Chile",Medicamentos,,,,,sin coincidencia segura
prod-49310,"Diclofenaco 1,16%gel Topico 60 g Hospi",Medicamentos,,,,,sin coincidencia segura
prod-41380,Difemcare A Oxigenada 110 ml (Peroxido De Hidrogeno 110 ml),Medicamentos,Dr. Simi,/products/importadas/prod-41380-difemcare-a-oxigenada-110-ml-peroxido-de-hidrogeno-110-ml-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/157132/CH9002-1.jpg?v=638012015364070000,Diperox agua oxigenada 10 volumenes solución tópica 110 mL,descargada
prod-13415,Docivin 10 Mgx 15 ml (Domperidona 10 mg),Medicamentos,,,,,sin coincidencia segura
prod-49535,Diente De Leon Sup Alim 60 cápsulas,Medicamentos,,,,,sin coincidencia segura
prod-39141,Doloten 30 comprimidos R E Parac + Tramadol,Medicamentos,,,,,sin coincidencia segura
prod-40291,"Dolorub Parche Capsico (Capsaicina 0,6 mg)",Medicamentos,,,,,sin coincidencia segura
prod-3763,"Doguivit Ad 30 comprimidos (Minerales 0,1%, Vitaminas 0,1%)",Veterinaria,,,,,sin coincidencia segura
prod-5103,"Dolo-neurobionta 20gra (Cianocobalamina 1 mg, Diclofenaco Sodico 50 mg, Piridoxina 50 mg, Tiamina 50 mg)",Medicamentos,,,,,sin coincidencia segura
prod-4806,"Disfruta 1sobre Natural (Ácido Citrico 2335 mg, Bicarbonato De Sodio 2165 mg, Carbonato De Sodio 10000 mg)",Medicamentos,,,,,sin coincidencia segura
prod-46602,"Donabel 2/1 comprimido recubiertos 28 (Dienogest 2 mg, Estradiol Valerianato 1 mg)",Medicamentos,,,,,sin coincidencia segura
prod-49717,Donevitae 5 mg 28 comprimidos (Donepecilo 5 mg),Cuidado familiar,,,,,sin coincidencia segura
prod-49715,Doraliv 400 mg (Ibuprofeno),Medicamentos,Dr. Simi,/products/importadas/prod-49715-doraliv-400-mg-ibuprofeno-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/160127/Ibupirac - BE0023-1 pag.jpg?v=638973488191430000,Ibupirac LC ibuprofeno 400 mg 20 cápsulas blandas,descargada
prod-49327,Dove Des Barra Anti Manchas 45 g,Dermocosmética,,,,,sin coincidencia segura
prod-49325,Dove Des Barra Tono Uniform 50 g,Dermocosmética,,,,,sin coincidencia segura
prod-4516,Dove Des Barra Orig 50 g,Dermocosmética,,,,,sin coincidencia segura
prod-41394,Dove Jab Mandarina Liq crema 700 ml,Dermocosmética,,,,,sin coincidencia segura
prod-49285,Dove Men Des Barra Comfort Prot 45 g,Dermocosmética,,,,,sin coincidencia segura
prod-49293,Dove Men Des Sp Extra Fresh,Dermocosmética,,,,,sin coincidencia segura
prod-49295,Dove Men Des Sp Invisible Dry 150 ml,Dermocosmética,,,,,sin coincidencia segura
prod-49292,Dove Men Des Sp Sport Fresh 150 ml,Dermocosmética,,,,,sin coincidencia segura
prod-49288,Dove Men Des Barra Energy Boost 45 g,Dermocosmética,,,,,sin coincidencia segura
prod-35250,Dove Men Sh Care 400 ml,Dermocosmética,,,,,sin coincidencia segura
prod-11706,Duo Laca Fij Normal 165 ml,Dermocosmética,,,,,sin coincidencia segura
prod-49974,Dpur 60 cápsulas (Cardo Mariano 200 mg),Medicamentos,,,,,sin coincidencia segura
prod-14630,Duo Mousse 160 ml,Dermocosmética,,,,,sin coincidencia segura
prod-49629,Doxazosina 4 mg 30 comprimidos,Medicamentos,Dr. Simi,/products/importadas/prod-49629-doxazosina-4-mg-30-comprimidos-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/160380/BE0141-01.jpg?v=639041690522100000,Alfadoxin doxazosina 4 mg 30 comprimidos recubiertos,descargada
prod-45445,Elbrus comprimidos 1 mg 30 (Rasagilina 1 mg),Medicamentos,,,,,sin coincidencia segura
prod-49170,Doxiciclina comprimidos recubiertos 100 mg x 10 Und,Medicamentos,Dr. Simi,/products/importadas/prod-49170-doxiciclina-comprimidos-recubiertos-100-mg-x-10-und-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/160318/BE0195-01.jpg?v=639034138105770000,Doxiciclina 100 mg 10 cápsulas,descargada
prod-49618,Elcal 450 mg 30 cápsulas (Calcio 450 mg),Medicamentos,Dr. Simi,/products/importadas/prod-49618-elcal-450-mg-30-capsulas-calcio-450-mg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/156678/CH6025-1.jpg?v=637964774363330000,Elcal D Forte calcio 450 mg vitamina D 175 UI 60 cápsulas,descargada
prod-49811,Electrolit Naranja 625 ml,Cuidado familiar,,,,,sin coincidencia segura
prod-27833,Elite Pañuelo Doble Hoja Caja 90 Un,Medicamentos,,,,,sin coincidencia segura
prod-8700,Elitiran-gp 100 mg x 10 cápsulas (Diclofenaco Sodico 100 mg),Medicamentos,,,,,sin coincidencia segura
prod-49382,Elvive Ácido Oleo Extraord 370 ml,Dermocosmética,,,,,sin coincidencia segura
prod-3480,Elvive Ácido Color Vive 370 ml,Dermocosmética,,,,,sin coincidencia segura
prod-50105,Elmex Sensitive Enjuague Bucal 0%alcohol 400 ml (Fluoruro De Sodio 1/1),Higiene,,,,,sin coincidencia segura
prod-14586,Elvive Sh Color Vive 370 ml,Dermocosmética,,,,,sin coincidencia segura
prod-38360,Emuline Aceite De Emu 20 ml,Dermocosmética,,,,,sin coincidencia segura
prod-49419,Elvive Sh Nutr Oleo Extr 370 ml,Dermocosmética,,,,,sin coincidencia segura
prod-49387,Elvive Sh Glycolic Cristal 370 ml,Dermocosmética,,,,,sin coincidencia segura
prod-34785,Emuwipes Aloe/Emu/Manzanilla 10UD,Medicamentos,,,,,sin coincidencia segura
prod-34055,Enhora 100 mg 1 comprimido (bioequivalente) Sildenafil,Medicamentos,Dr. Simi,/products/importadas/prod-34055-enhora-100-mg-1-comprimido-bioequivalente-sildenafil-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/159761/Disiden - Sildenafilo 100 mg 1 comprimidos recubiertos CA0087-1 - IPHSA.jpg?v=638943299067700000,Disilden sildenafil 100 mg 1 comprimidos recubiertos,descargada
prod-32413,Enhora 100 mg 10 comprimidos recubiertos (bioequivalente) Sildenafil,Medicamentos,Dr. Simi,/products/importadas/prod-32413-enhora-100-mg-10-comprimidos-recubiertos-bioequivalente-sildenafil-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/159761/Disiden - Sildenafilo 100 mg 1 comprimidos recubiertos CA0087-1 - IPHSA.jpg?v=638943299067700000,Disilden sildenafil 100 mg 1 comprimidos recubiertos,descargada
prod-32412,Enhora 100 mg 5 comprimidos recubiertos (bioequivalente) Sildenafil,Medicamentos,Dr. Simi,/products/importadas/prod-32412-enhora-100-mg-5-comprimidos-recubiertos-bioequivalente-sildenafil-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/159761/Disiden - Sildenafilo 100 mg 1 comprimidos recubiertos CA0087-1 - IPHSA.jpg?v=638943299067700000,Disilden sildenafil 100 mg 1 comprimidos recubiertos,descargada
prod-49611,Enhora 100 mg 20 comprimidos Opko bioequivalente (Sildenafil 100 mg),Medicamentos,,,,,sin coincidencia segura
prod-49412,Enhora (Sildenafilo) 50 mg 20 comprimidos,Medicamentos,,,,,sin coincidencia segura
prod-8209,Eno Limon 100 g,Medicamentos,,,,,sin coincidencia segura
prod-33040,Enhora 50 mg 5 comprimidos Re (Sildenafil 50 mg),Medicamentos,,,,,sin coincidencia segura
prod-29393,"Ensure Advanc polvo Vai 900 g (Minerales, Proteinas, Vitaminas)",Cuidado familiar,,,,,sin coincidencia segura
prod-33041,Enhora 50 mg 10 comprimidos recubiertos (Sildenafil 50 mg),Medicamentos,,,,,sin coincidencia segura
prod-8211,Eno Natural 100 g,Medicamentos,Dr. Simi,/products/importadas/prod-8211-eno-natural-100-g-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/156521/CH5888-1.jpg?v=637964773813030000,Cera depilatoria manteca de karité perlas 100 g,descargada
prod-50021,Espejo con Aumento,Dermocosmética,,,,,sin coincidencia segura
prod-39161,Esomeprazol 40 mg 30 comprimidos recubiertos (Bioequivalente)opko,Medicamentos,Dr. Simi,/products/importadas/prod-39161-esomeprazol-40-mg-30-comprimidos-recubiertos-bioequivalente-opko-dr-simi.webp,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/159175/Esomeprazol-BE0186-1-pag.webp?v=639074524369430000,Esomeprazol 40 mg 30 comprimidos con recubrimiento entérico,descargada
prod-49978,Eno Natural x 2 Sobres,Medicamentos,Dr. Simi,/products/importadas/prod-49978-eno-natural-x-2-sobres-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/159168/ENO-CH6232-2.jpg?v=639074524720800000,Eno regular sal de frutas 2 sobres 5 g,descargada
prod-39243,Esomeprazol 20 mg 30 comprimidos recubiertos (bioequivalente) Opko,Medicamentos,Dr. Simi,/products/importadas/prod-39243-esomeprazol-20-mg-30-comprimidos-recubiertos-bioequivalente-opko-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/155785/BE0187-1.jpg?v=637964771198070000,Esomeprazol 20 mg 30 comprimidos con recubrimiento entérico,descargada
prod-29309,Etiquet Dama Roll-on Floral 60 ml,Dermocosmética,,,,,sin coincidencia segura
prod-11007,Etiquet Men Roll-on 60 g,Dermocosmética,,,,,sin coincidencia segura
